6,Q
7,J
18,L
24,W
25,O
26,M
19,X
20,Z
21,V
13,C
14,D
15,A
16,P
17,S
1,I
2,H
3,F
4,G
5,E
22,N
23,Y
8,K
9,U
10,B
11,R
12,T
